2011_169	2011-03-10
2011_170	2011-03-11
2011_171	2011-03-15
2011_172	2011-03-15
2011_003	2011-05-03
2011_004	2011-05-04
2011_005	2011-05-10
2011_006	2011-05-13
2011_007	2011-05-17
2011_008	2011-05-20
2011_009	2011-05-24
2011_010	2011-05-25
2011_011	2011-05-27
2011_012	2011-05-31
2011_013	2011-06-07
2011_014	2011-06-10
2011_015	2011-06-14
2011_016	2011-06-17
2011_017	2011-06-21
2011_018	2011-06-22
2011_019	2011-06-22
2011_020	2011-06-23
2011_021	2011-06-23
2011_022	2011-06-28
2011_023	2011-06-29
2011_024	2011-06-30
2011_025	2011-06-30
2011_026	2011-07-01
2011_027	2011-09-06
2011_028	2011-09-07
2011_029	2011-09-08
2011_031	2011-09-09
2011_032	2011-09-13
2011_033	2011-09-14
2011_034	2011-09-15
2011_035	2011-09-16
2011_036	2011-09-20
2011_038	2011-09-22
2011_039	2011-09-23
2011_040	2011-09-23
2011_041	2011-09-27
2011_042	2011-09-28
2011_043	2011-09-29
2011_044	2011-09-30
2011_045	2011-10-04
2011_046	2011-10-05
2011_047	2011-10-06
2011_048	2011-10-07
2011_049	2011-10-10
2011_051	2011-10-12
2011_052	2011-10-13
2011_053	2011-10-14
2011_054	2011-10-18
2011_055	2011-10-19
2011_056	2011-10-20
2011_057	2011-10-21
2011_058	2011-10-25
2011_059	2011-10-26
2011_060	2011-10-27
2011_061	2011-10-28
2011_062	2011-11-01
2011_063	2011-11-02
2011_064	2011-11-03
2011_065	2011-11-08
2011_066	2011-11-09
2011_067	2011-11-10
2011_068	2011-11-11
2011_069	2011-11-15
2011_070	2011-11-16
2011_071	2011-11-17
2011_072	2011-11-18
2011_073	2011-11-22
2011_074	2011-11-23
2011_075	2011-11-24
2011_076	2011-11-25
2011_077	2011-11-29
2011_078	2011-11-30
2011_079	2011-12-01
2011_080	2011-12-02
2011_081	2011-12-07
2011_082	2011-12-08
2011_083	2011-12-09
2011_084	2011-12-12
2011_085	2011-12-13
2011_086	2011-12-14
2011_087	2011-12-15
2011_088	2011-12-16
2011_089	2011-12-19
2011_090	2011-12-20
2011_091	2011-12-21
2012_001	2012-02-06
2012_002	2012-02-07
2012_003	2012-02-08
2012_004	2012-02-09
2012_005	2012-02-10
2012_006	2012-02-14
2012_007	2012-02-15
2012_008	2012-02-16
2012_009	2012-02-17
2012_010	2012-02-21
2012_011	2012-02-22
2012_012	2012-02-23
2012_013	2012-02-24
2012_014	2012-02-28
2012_015	2012-02-29
2012_017	2012-03-02
2012_018	2012-03-06
2012_019	2012-03-07
2012_020	2012-03-08
2012_021	2012-03-09
2012_022	2012-03-13
2012_023	2012-03-14
2012_024	2012-03-15
2012_025	2012-03-16
2012_026	2012-03-20
2012_027	2012-03-21
2012_028	2012-03-22
2012_029	2012-03-27
2012_030	2012-03-28
2012_031	2012-03-29
2012_032	2012-03-30
2012_033	2012-04-10
2012_035	2012-04-12
2012_036	2012-04-13
2012_037	2012-04-17
2012_038	2012-04-18
2012_039	2012-04-19
2012_040	2012-04-20
2012_041	2012-04-24
2012_042	2012-04-25
2012_043	2012-04-26
2012_044	2012-04-27
2012_045	2012-05-02
2012_046	2012-05-03
2012_047	2012-05-04
2012_048	2012-05-08
2012_049	2012-05-09
2012_050	2012-05-10
2012_051	2012-05-11
2012_052	2012-05-15
2012_053	2012-05-16
2012_054	2012-05-22
2012_055	2012-05-23
2012_056	2012-05-24
2012_057	2012-05-29
2012_058	2012-05-30
2012_059	2012-05-31
2012_060	2012-06-01
2012_061	2012-06-05
2012_062	2012-06-06
2012_063	2012-06-07
2012_064	2012-06-12
2012_065	2012-06-13
2012_066	2012-06-13
2012_067	2012-06-14
2012_069	2012-06-19
2012_070	2012-06-20
2012_071	2012-06-21
2012_072	2012-07-19
2012_073	2012-07-20
2012_074	2012-09-05
2012_075	2012-09-06
2012_076	2012-09-07
2012_077	2012-09-11
2012_078	2012-09-12
2012_079	2012-09-13
2012_080	2012-09-14
2012_081	2012-09-18
2012_082	2012-09-19
2012_083	2012-09-20
2012_084	2012-09-21
2012_085	2012-09-25
2012_086	2012-09-26
2012_087	2012-09-27
2012_088	2012-09-28
2012_089	2012-10-02
2012_090	2012-10-03
2012_092	2012-10-05
2012_093	2012-10-09
2012_094	2012-10-10
2012_095	2012-10-11
2012_096	2012-10-12
2012_097	2012-10-16
2012_098	2012-10-17
2012_099	2012-10-18
2012_100	2012-10-19
2012_101	2012-10-23
2012_102	2012-10-24
2012_103	2012-10-25
2012_104	2012-10-26
2012_105	2012-11-06
2012_106	2012-11-07
2012_107	2012-11-08
2012_108	2012-11-09
2012_109	2012-11-13
2012_110	2012-11-14
2012_111	2012-11-15
2012_112	2012-11-16
2012_113	2012-11-20
2012_114	2012-11-21
2012_115	2012-11-22
2012_116	2012-11-23
2012_117	2012-11-27
2012_118	2012-11-28
2012_119	2012-11-29
2012_120	2012-11-30
2012_121	2012-12-04
2012_122	2012-12-05
2012_123	2012-12-05
2012_124	2012-12-07
2012_125	2012-12-11
2012_126	2012-12-11
2012_127	2012-12-12
2012_128	2012-12-13
2012_129	2012-12-13
2012_130	2012-12-14
2012_132	2012-12-18
2012_133	2012-12-19
2012_134	2012-12-20
2012_135	2012-12-21
2013_001	2013-02-04
2013_002	2013-02-05
2013_003	2013-02-06
2013_004	2013-02-07
2013_005	2013-02-08
2013_006	2013-02-12
2013_008	2013-02-14
2013_009	2013-02-15
2013_010	2013-02-19
2013_011	2013-02-20
2013_012	2013-02-21
2013_013	2013-02-22
2013_014	2013-02-26
2013_015	2013-02-27
2013_016	2013-02-28
2013_017	2013-03-01
2013_018	2013-03-05
2013_019	2013-03-06
2013_020	2013-03-07
2013_021	2013-03-08
2013_022	2013-03-12
2013_023	2013-03-13
2013_024	2013-03-14
2013_025	2013-03-15
2013_026	2013-03-19
2013_027	2013-03-20
2013_028	2013-03-21
2013_029	2013-03-22
2013_030	2013-04-02
2013_031	2013-04-03
2013_032	2013-04-04
2013_033	2013-04-05
2013_034	2013-04-09
2013_035	2013-04-10
2013_036	2013-04-10
2013_037	2013-04-11
2013_038	2013-04-12
2013_039	2013-04-16
2013_041	2013-04-18
2013_042	2013-04-19
2013_043	2013-04-23
2013_044	2013-04-24
2013_045	2013-04-25
2013_046	2013-04-26
2013_047	2013-05-02
2013_048	2013-05-03
2013_049	2013-05-07
2013_050	2013-05-08
2013_051	2013-05-14
2013_052	2013-05-15
2013_053	2013-05-16
2013_054	2013-05-17
2013_055	2013-05-21
2013_056	2013-05-22
2013_057	2013-05-23
2013_058	2013-05-24
2013_059	2013-05-28
2013_060	2013-05-29
2013_061	2013-05-30
2013_062	2013-05-31
2013_063	2013-06-04
2013_064	2013-06-05
2013_065	2013-06-06
2013_066	2013-06-07
2013_067	2013-06-11
2013_068	2013-06-12
2013_069	2013-06-13
2013_070	2013-06-13
2013_071	2013-06-14
2013_072	2013-06-18
2013_073	2013-06-19
2013_074	2013-06-19
2013_075	2013-06-26
2013_076	2013-09-04
2013_077	2013-09-05
2013_078	2013-09-06
2013_079	2013-09-10
2013_080	2013-09-11
2013_081	2013-09-12
2013_082	2013-09-13
2013_083	2013-09-17
2013_084	2013-09-18
2013_085	2013-09-19
2013_086	2013-09-20
2013_087	2013-09-24
2013_088	2013-09-25
2013_089	2013-09-26
2013_090	2013-09-27
2013_091	2013-10-01
2013_092	2013-10-02
2013_093	2013-10-03
2013_094	2013-10-04
2013_095	2013-10-08
2013_096	2013-10-09
2013_097	2013-10-10
2013_098	2013-10-11
2013_099	2013-10-15
2013_100	2013-10-16
2013_101	2013-10-17
2013_102	2013-10-18
2013_103	2013-10-22
2013_104	2013-10-23
2013_105	2013-10-24
2013_106	2013-10-25
2013_107	2013-11-05
2013_108	2013-11-06
2013_109	2013-11-07
2013_110	2013-11-08
2013_111	2013-11-12
2013_112	2013-11-13
2013_113	2013-11-14
2013_114	2013-11-15
2013_115	2013-11-19
2013_116	2013-11-20
2013_117	2013-11-21
2013_118	2013-11-22
2013_119	2013-11-26
2013_120	2013-11-27
2013_121	2013-11-28
2013_122	2013-11-29
2013_123	2013-12-03
2013_124	2013-12-04
2013_125	2013-12-05
2013_126	2013-12-10
2013_127	2013-12-11
2013_128	2013-12-11
2013_129	2013-12-12
2013_130	2013-12-13
2013_131	2013-12-13
2013_132	2013-12-16
2013_133	2013-12-17
2013_134	2013-12-18
2013_135	2013-12-19
2013_136	2013-12-20
2014_001	2014-02-03
2014_002	2014-02-04
2014_003	2014-02-05
2014_004	2014-02-06
2014_005	2014-02-07
2014_006	2014-02-11
2014_007	2014-02-12
2014_008	2014-02-13
2014_009	2014-02-14
2014_010	2014-02-18
2014_011	2014-02-19
2014_012	2014-02-20
2014_013	2014-02-21
2014_014	2014-02-25
2014_015	2014-02-26
2014_017	2014-02-28
2014_018	2014-03-04
2014_019	2014-03-05
2014_020	2014-03-06
2014_021	2014-03-07
2014_022	2014-03-11
2014_023	2014-03-12
2014_024	2014-03-13
2014_026	2014-03-18
2014_027	2014-03-19
2014_028	2014-03-20
2014_029	2014-03-21
2014_030	2014-03-25
2014_031	2014-03-26
2014_032	2014-03-27
2014_033	2014-04-01
2014_034	2014-04-02
2014_035	2014-04-03
2014_036	2014-04-04
2014_037	2014-04-08
2014_038	2014-04-09
2014_039	2014-04-10
2014_040	2014-04-11
2014_041	2014-04-22
2014_042	2014-04-23
2014_043	2014-04-24
2014_044	2014-04-25
2014_045	2014-04-29
2014_047	2014-05-06
2014_048	2014-05-07
2014_049	2014-05-08
2014_050	2014-05-13
2014_051	2014-05-14
2014_052	2014-05-15
2014_053	2014-05-16
2014_054	2014-05-20
2014_055	2014-05-21
2014_056	2014-05-22
2014_057	2014-05-23
2014_058	2014-05-27
2014_059	2014-05-28
2014_060	2014-06-03
2014_061	2014-06-04
2014_062	2014-06-05
2014_063	2014-06-06
2014_064	2014-06-10
2014_065	2014-06-11
2014_066	2014-06-12
2014_067	2014-06-17
2014_068	2014-06-18
2014_069	2014-06-23
2014_070	2014-06-23
2014_071	2014-06-24
2014_072	2014-06-25
2014_073	2014-09-02
2014_074	2014-09-03
2014_075	2014-09-04
2014_076	2014-09-05
2014_077	2014-09-09
2014_078	2014-09-10
2014_079	2014-09-11
2014_080	2014-09-12
2014_081	2014-09-16
2014_082	2014-09-17
2014_083	2014-09-18
2014_084	2014-09-19
2014_085	2014-09-23
2014_086	2014-09-24
2014_087	2014-09-25
2014_088	2014-09-26
2014_089	2014-09-30
2014_090	2014-10-01
2014_091	2014-10-02
2014_092	2014-10-03
2014_093	2014-10-07
2014_094	2014-10-08
2014_095	2014-10-09
2014_096	2014-10-10
2014_097	2014-10-14
2014_098	2014-10-15
2014_099	2014-10-16
2014_100	2014-10-17
2014_101	2014-10-21
2014_102	2014-10-21
2014_103	2014-10-22
2014_104	2014-10-23
2014_105	2014-10-24
2014_106	2014-11-04
2014_107	2014-11-05
2014_108	2014-11-06
2014_109	2014-11-07
2014_110	2014-11-11
2014_111	2014-11-12
2014_112	2014-11-13
2014_113	2014-11-14
2014_114	2014-11-18
2014_115	2014-11-19
2014_116	2014-11-20
2014_117	2014-11-21
2014_118	2014-11-25
2014_119	2014-11-26
2014_120	2014-11-27
2014_121	2014-11-28
2014_122	2014-12-02
2014_123	2014-12-03
2014_124	2014-12-04
2014_125	2014-12-05
2014_126	2014-12-09
2014_127	2014-12-10
2014_128	2014-12-11
2014_129	2014-12-12
2014_130	2014-12-15
2014_131	2014-12-16
2014_132	2014-12-17
2014_133	2014-12-18
2014_134	2014-12-19
2015_135	2015-01-13
2015_136	2015-01-14
2015_137	2015-01-15
2015_138	2015-01-16
2015_139	2015-01-20
2015_140	2015-01-21
2015_141	2015-01-22
2015_142	2015-01-23
2015_143	2015-01-27
2015_144	2015-01-28
2015_145	2015-01-29
2015_146	2015-01-30
2015_147	2015-02-03
2015_149	2015-02-05
2015_150	2015-02-06
2015_151	2015-02-10
2015_152	2015-02-11
2015_153	2015-02-12
2015_154	2015-02-13
2015_155	2015-02-17
2015_156	2015-02-18
2015_158	2015-02-20
2015_160	2015-02-25
2015_162	2015-02-27
2015_163	2015-03-03
2015_164	2015-03-04
2015_165	2015-03-05
2015_166	2015-03-06
2015_167	2015-03-09
2015_168	2015-03-09
2015_169	2015-03-10
2015_170	2015-03-10
2015_171	2015-03-11
2015_173	2015-03-13
2015_174	2015-03-13
2015_175	2015-03-14
2015_001	2015-04-28
2015_002	2015-05-05
2015_003	2015-05-06
2015_004	2015-05-12
2015_005	2015-05-19
2015_007	2015-05-22
2015_008	2015-05-26
2015_010	2015-05-28
2015_011	2015-05-29
2015_013	2015-06-02
2015_014	2015-06-03
2015_015	2015-06-04
2015_016	2015-06-05
2015_017	2015-06-09
2015_018	2015-06-10
2015_020	2015-06-12
2015_021	2015-06-16
2015_022	2015-06-17
2015_023	2015-06-23
2015_024	2015-06-24
2015_025	2015-06-25
2015_026	2015-06-26
2015_027	2015-06-29
2015_029	2015-09-08
2015_030	2015-09-09
2015_031	2015-09-10
2015_032	2015-09-11
2015_033	2015-09-15
2015_034	2015-09-16
2015_035	2015-09-17
2015_036	2015-09-18
2015_037	2015-09-22
2015_038	2015-09-23
2015_039	2015-09-24
2015_040	2015-09-25
2015_041	2015-09-29
2015_042	2015-09-30
2015_043	2015-10-01
2015_044	2015-10-02
2015_045	2015-10-06
2015_046	2015-10-07
2015_047	2015-10-08
2015_048	2015-10-09
2015_049	2015-10-13
2015_050	2015-10-14
2015_051	2015-10-15
2015_052	2015-10-16
2015_053	2015-10-20
2015_054	2015-10-21
2015_055	2015-10-22
2015_056	2015-10-23
2015_057	2015-11-03
2015_058	2015-11-04
2015_059	2015-11-05
2015_060	2015-11-06
2015_061	2015-11-10
2015_062	2015-11-11
2015_063	2015-11-12
2015_064	2015-11-13
2015_065	2015-11-17
2015_066	2015-11-18
2015_067	2015-11-19
2015_068	2015-11-20
2015_069	2015-11-24
2015_070	2015-11-25
2015_071	2015-11-26
2015_072	2015-11-27
2015_073	2015-12-01
2015_074	2015-12-02
2015_075	2015-12-03
2015_076	2015-12-04
2015_077	2015-12-08
2015_078	2015-12-09
2015_079	2015-12-10
2015_080	2015-12-11
2015_081	2015-12-14
2015_082	2015-12-15
2015_083	2015-12-16
2015_084	2015-12-17
2015_085	2015-12-18
2016_001	2016-02-02
2016_002	2016-02-04
2016_003	2016-02-05
2016_004	2016-02-09
2016_005	2016-02-10
2016_006	2016-02-11
2016_007	2016-02-12
2016_008	2016-02-16
2016_009	2016-02-17
2016_010	2016-02-18
2016_011	2016-02-19
2016_012	2016-02-23
2016_013	2016-02-24
2016_014	2016-02-25
2016_015	2016-02-26
2016_016	2016-03-01
2016_017	2016-03-02
2016_018	2016-03-03
2016_019	2016-03-04
2016_020	2016-03-08
2016_021	2016-03-09
2016_022	2016-03-10
2016_023	2016-03-11
2016_024	2016-03-15
2016_025	2016-03-16
2016_026	2016-03-17
2016_027	2016-03-18
2016_028	2016-03-29
2016_029	2016-03-30
2016_030	2016-03-31
2016_031	2016-04-01
2016_032	2016-04-05
2016_033	2016-04-06
2016_034	2016-04-07
2016_035	2016-04-08
2016_036	2016-04-12
2016_037	2016-04-13
2016_038	2016-04-14
2016_039	2016-04-19
2016_040	2016-04-20
2016_041	2016-04-21
2016_042	2016-04-22
2016_043	2016-04-26
2016_044	2016-04-27
2016_045	2016-04-28
2016_046	2016-04-29
2016_047	2016-05-03
2016_048	2016-05-04
2016_049	2016-05-10
2016_050	2016-05-11
2016_051	2016-05-12
2016_052	2016-05-13
2016_053	2016-05-17
2016_054	2016-05-18
2016_055	2016-05-19
2016_056	2016-05-20
2016_057	2016-05-24
2016_058	2016-05-25
2016_059	2016-05-26
2016_060	2016-05-27
2016_061	2016-05-31
2016_062	2016-06-01
2016_063	2016-06-02
2016_064	2016-06-03
2016_065	2016-06-07
2016_066	2016-06-08
2016_067	2016-06-09
2016_068	2016-06-14
2016_069	2016-06-15
2016_070	2016-06-16
2016_071	2016-06-16
2016_072	2016-06-17
2016_073	2016-06-21
2016_074	2016-06-22
2016_075	2016-06-22
2016_076	2016-06-23
2016_077	2016-07-01
